Ingredient,Text,Recipe_Index,Rating
butter,"1.5 cup unsalted butter, very soft",67,0.939130401611328
sugar,1.5 cup white sugar,67,0.939130401611328
brown sugar,0.75 cup light brown sugar,67,0.939130401611328
egg,1.5 large egg,67,0.939130401611328
milk,3.0 tablespoons milk,67,0.939130401611328
vanilla,1.875 teaspoons vanilla extract,67,0.939130401611328
chocolate chip,3.0 cups semisweet chocolate chips,67,0.939130401611328
butter,1.5 cup unsalted butter,69,0.92079210281372
sugar,1.5 cup white sugar,69,0.92079210281372
brown sugar,0.75 cup packed light brown sugar,69,0.92079210281372
egg,3.0 large egg,69,0.92079210281372
vanilla,1.5 teaspoon vanilla extract,69,0.92079210281372
all purpose flour,3.375 cups all purpose flour,69,0.92079210281372
salt,1.5 teaspoon salt,69,0.92079210281372
baking soda,1.5 teaspoon baking soda,69,0.92079210281372
chocolate chip,1.0 cup semi sweet chocolate chips,69,0.92079210281372
chocolate chip,1.0 cup white chocolate chips,69,0.92079210281372
milk,1.0 cup milk chocolate chips,69,0.92079210281372
butter,"0.8 cup butter, softened",70,0.910038089752198
sugar,0.8 cup white sugar,70,0.910038089752198
brown sugar,0.8 cup packed brown sugar,70,0.910038089752198
egg,1.6 eggs,70,0.910038089752198
vanilla,0.8 teaspoon vanilla extract,70,0.910038089752198
all purpose flour,1.6 cups all purpose flour,70,0.910038089752198
oat,2.0 cups rolled oats,70,0.910038089752198
salt,0.4 teaspoon salt,70,0.910038089752198
baking powder,0.8 teaspoon baking powder,70,0.910038089752198
baking soda,0.8 teaspoon baking soda,70,0.910038089752198
chocolate chip,1.6 cups semisweet chocolate chips,70,0.910038089752198
milk,"3.2 ounces milk chocolate, grated",70,0.910038089752198
walnut,1.2000000000000002 cups chopped walnuts,70,0.910038089752198
sugar,0.75 cup white sugar,78,0.915186214447022
brown sugar,0.75 cup packed brown sugar,78,0.915186214447022
egg,2.0 eggs,78,0.915186214447022
vanilla,1.0 teaspoon vanilla extract,78,0.915186214447022
butter,1.0 cup butter,78,0.915186214447022
all purpose flour,2.5 cups all purpose flour,78,0.915186214447022
salt,1.0 teaspoon salt,78,0.915186214447022
baking soda,1.0 teaspoon baking soda,78,0.915186214447022
baking powder,0.5 teaspoon baking powder,78,0.915186214447022
chocolate chip,2.0 cups semisweet chocolate chips,78,0.915186214447022
butter,2.0 cup butter,79,0.633333349227906
sugar,2.0 cup white sugar,79,0.633333349227906
brown sugar,1.0 cup brown sugar,79,0.633333349227906
egg,4.0 eggs,79,0.633333349227906
vanilla,4.0 teaspoons vanilla extract,79,0.633333349227906
all purpose flour,5.0 cups all purpose flour,79,0.633333349227906
salt,4.0 teaspoons salt,79,0.633333349227906
baking powder,2.0 teaspoon baking powder,79,0.633333349227906
milk,4.0 cups milk chocolate chips,79,0.633333349227906
margarine,"1.2 cup margarine, softened",81,0.9120622634887701
sugar,1.2 cup white sugar,81,0.9120622634887701
brown sugar,1.2 cup brown sugar,81,0.9120622634887701
egg,2.4 eggs,81,0.9120622634887701
vanilla,1.2 teaspoon vanilla extract,81,0.9120622634887701
all purpose flour,2.4 cups all purpose flour,81,0.9120622634887701
baking soda,1.2 teaspoon baking soda,81,0.9120622634887701
salt,1.2 teaspoon salt,81,0.9120622634887701
cocoa,0.39999999999999997 cup unsweetened cocoa powder,81,0.9120622634887701
chocolate chip,3.5999999999999996 cups semisweet chocolate chips,81,0.9120622634887701
butter,2.0 cup unsalted butter,84,0.905737686157226
brown sugar,4.0 cup packed brown sugar,84,0.905737686157226
sugar,12.0 tablespoons white sugar,84,0.905737686157226
egg,4.0 egg,84,0.905737686157226
vanilla,8.0 teaspoons vanilla extract,84,0.905737686157226
all purpose flour,7.0 cups all purpose flour,84,0.905737686157226
baking soda,2.0 teaspoon baking soda,84,0.905737686157226
baking powder,2.0 teaspoon baking powder,84,0.905737686157226
salt,2.0 teaspoon salt,84,0.905737686157226
other,6.0 teaspoons instant espresso coffee powder,84,0.905737686157226
chocolate chip,6.0 cups semisweet chocolate chips,84,0.905737686157226
margarine,"0.75 cup butter or margarine, softened",88,0.9555555343627921
brown sugar,0.75 cup brown sugar,88,0.9555555343627921
other,0.5 cup karo® light or dark corn syrup,88,0.9555555343627921
egg,1.0 egg,88,0.9555555343627921
vanilla,2.0 teaspoons spice islands® pure vanilla extract,88,0.9555555343627921
all purpose flour,2.5 cups all purpose flour,88,0.9555555343627921
baking soda,1.0 teaspoon baking soda,88,0.9555555343627921
salt,0.25 teaspoon salt,88,0.9555555343627921
chocolate chip,1.0 12 ounce package semi sweet chocolate chips,88,0.9555555343627921
shortening,0.8 cup butter flavored shortening,89,0.909890079498292
sugar,0.6000000000000001 cup white sugar,89,0.909890079498292
brown sugar,0.6000000000000001 cup packed brown sugar,89,0.909890079498292
vanilla,0.8 teaspoon vanilla extract,89,0.909890079498292
egg,1.6 eggs,89,0.909890079498292
all purpose flour,1.8 cups all purpose flour,89,0.909890079498292
baking soda,0.8 teaspoon baking soda,89,0.909890079498292
salt,0.2 teaspoon salt,89,0.909890079498292
chocolate chip,0.8 cup semisweet chocolate chips,89,0.909890079498292
chocolate chip,0.8 cup white chocolate chips,89,0.909890079498292
butter,"2.0 cup butter, chilled",90,0.902608680725098
egg,4.0 eggs,90,0.902608680725098
vanilla,2.0 teaspoon vanilla extract,90,0.902608680725098
brown sugar,1.5 cup packed brown sugar,90,0.902608680725098
sugar,1.5 cup white sugar,90,0.902608680725098
baking soda,2.0 teaspoon baking soda,90,0.902608680725098
salt,1.0 teaspoon salt,90,0.902608680725098
all purpose flour,5.0 cups all purpose flour,90,0.902608680725098
chocolate chip,2.0 cup semisweet chocolate chips,90,0.902608680725098
shortening,1.0 cup shortening,91,0.9283019065856941
butter,"1.0 cup butter, softened",91,0.9283019065856941
brown sugar,1.5 cup packed brown sugar,91,0.9283019065856941
sugar,1.5 cup white sugar,91,0.9283019065856941
egg,4.0 eggs,91,0.9283019065856941
vanilla,2.0 teaspoon vanilla extract,91,0.9283019065856941
other,2.0 tablespoon coffee flavored liqueur,91,0.9283019065856941
all purpose flour,4.0 cups all purpose flour,91,0.9283019065856941
baking soda,2.0 teaspoon baking soda,91,0.9283019065856941
salt,2.0 teaspoon salt,91,0.9283019065856941
oat,4.0 cups rolled oats,91,0.9283019065856941
chocolate chip,4.0 cups semisweet chocolate chips,91,0.9283019065856941
walnut,2.0 cup chopped walnuts,91,0.9283019065856941
butter,"1.6 cup butter, softened",95,0.8440677642822261
sugar,0.8 cup white sugar,95,0.8440677642822261
brown sugar,2.4000000000000004 cups packed brown sugar,95,0.8440677642822261
egg,3.2 eggs,95,0.8440677642822261
vanilla,1.6 tablespoon vanilla extract,95,0.8440677642822261
all purpose flour,4.0 cups all purpose flour,95,0.8440677642822261
baking powder,1.6 teaspoon baking powder,95,0.8440677642822261
baking soda,1.6 teaspoon baking soda,95,0.8440677642822261
salt,1.2000000000000002 teaspoon salt,95,0.8440677642822261
milk,3.2 cups milk chocolate chips,95,0.8440677642822261
butter,"0.6666666666666666 cup butter, softened",96,0.8181818008422861
other,0.6666666666666666 cup crunchy peanut butter,96,0.8181818008422861
sugar,1.3333333333333333 cup white sugar,96,0.8181818008422861
brown sugar,1.3333333333333333 cup brown sugar,96,0.8181818008422861
egg,2.6666666666666665 eggs,96,0.8181818008422861
milk,0.3333333333333333 cup milk,96,0.8181818008422861
other,1.3333333333333333 teaspoon cream,96,0.8181818008422861
vanilla,1.3333333333333333 teaspoon vanilla extract,96,0.8181818008422861
all purpose flour,2.333333333333333 cups all purpose flour,96,0.8181818008422861
baking soda,1.3333333333333333 teaspoon baking soda,96,0.8181818008422861
salt,1.3333333333333333 teaspoon salt,96,0.8181818008422861
cinnamon,0.6666666666666666 teaspoon ground cinnamon,96,0.8181818008422861
oat,3.333333333333333 cups rolled oats,96,0.8181818008422861
milk,0.6666666666666666 cup milk chocolate chips,96,0.8181818008422861
all purpose flour,1.8 cups all purpose flour,97,0.93333330154419
baking soda,0.8 teaspoon baking soda,97,0.93333330154419
salt,0.4 teaspoon salt,97,0.93333330154419
butter,"0.8 cup butter, softened",97,0.93333330154419
sugar,0.4 cup white sugar,97,0.93333330154419
brown sugar,0.8 cup packed brown sugar,97,0.93333330154419
egg,1.6 eggs,97,0.93333330154419
other,4.0 tablespoons kentucky bourbon,97,0.93333330154419
pecan,1.2000000000000002 cups chopped pecans,97,0.93333330154419
chocolate chip,1.2000000000000002 cups semisweet chocolate chips,97,0.93333330154419
sugar,2.0 cups white sugar,98,0.906666660308838
brown sugar,2.0 cups packed brown sugar,98,0.906666660308838
butter,1.3333333333333335 cups butter,98,0.906666660308838
egg,4.0 eggs,98,0.906666660308838
vanilla,0.05333333333333333 cup vanilla extract,98,0.906666660308838
baking soda,0.04 cup baking soda,98,0.906666660308838
all purpose flour,5.8133333333333335 cups all purpose flour,98,0.906666660308838
salt,0.24 tablespoons salt,98,0.906666660308838
chocolate chip,1.4933333333333334 pounds semisweet chocolate chips,98,0.906666660308838
other,2.0 18.25 ounce package moist yellow cake mix,99,0.85833330154419
butter,1.0 cup butter,99,0.85833330154419
egg,2.0 egg,99,0.85833330154419
chocolate chip,2.0 cup semisweet chocolate chips,99,0.85833330154419
pecan,1.0 cup chopped pecans,99,0.85833330154419
other,2.0 cup sliced almonds,99,0.85833330154419
margarine,0.36923076923076925 cup margarine,101,0.6
other,0.36923076923076925 cup vegetable oil,101,0.6
sugar,0.7384615384615385 cups white sugar,101,0.6
brown sugar,0.7384615384615385 cups packed brown sugar,101,0.6
egg,1.476923076923077 eggs,101,0.6
vanilla,1.1076923076923078 teaspoons vanilla extract,101,0.6
other,0.7384615384615385 tablespoons real maple syrup,101,0.6
all purpose flour,1.1076923076923078 cups all purpose flour,101,0.6
baking powder,0.7384615384615385 teaspoons baking powder,101,0.6
baking soda,0.7384615384615385 teaspoons baking soda,101,0.6
salt,0.27692307692307694 teaspoon salt,101,0.6
other,0.36923076923076925 cup finely ground graham cracker crumbs,101,0.6
oat,1.8461538461538463 cups rolled oats,101,0.6
walnut,1.1076923076923078 cups chopped walnuts,101,0.6
chocolate chip,0.7384615384615385 10.7384615384615385 ounce packages semisweet chocolate chips,101,0.6
milk,"0.36923076923076925 7 ounce bar milk chocolate candy bar such as hershey's®, cut into pieces",101,0.6
all purpose flour,3.333333333333333 cups sifted all purpose flour,102,0.9375
baking soda,1.3333333333333333 teaspoon baking soda,102,0.9375
butter,"0.6666666666666666 cup butter, softened",102,0.9375
margarine,"0.6666666666666666 cup margarine, softened",102,0.9375
sugar,0.3333333333333333 cup white sugar,102,0.9375
brown sugar,1.0 cup brown sugar,102,0.9375
other,1.3333333333333333 3.5 ounce package instant vanilla pudding mix,102,0.9375
egg,2.6666666666666665 eggs,102,0.9375
vanilla,1.3333333333333333 teaspoon vanilla extract,102,0.9375
chocolate chip,1.3333333333333333 12 ounce bag chocolate chips,102,0.9375
all purpose flour,2.0 cups all purpose flour,103,0.88125
salt,0.8 teaspoon salt,103,0.88125
baking soda,0.9 teaspoons baking soda,103,0.88125
butter,"0.8 cup butter, softened",103,0.88125
sugar,0.4 cup white sugar,103,0.88125
brown sugar,0.4 cup packed brown sugar,103,0.88125
vanilla,0.8 tablespoon vanilla extract,103,0.88125
egg,1.6 eggs,103,0.88125
chocolate chip,9.600000000000001 ounces semisweet chocolate chips,103,0.88125
chocolate,"4.800000000000001 1.4 ounce bars chocolate covered english toffee, chopped",103,0.88125
all purpose flour,9.0 cups unbleached all purpose flour,107,0.9272727012634279
baking soda,4.0 teaspoon baking soda,107,0.9272727012634279
salt,2.0 teaspoon salt,107,0.9272727012634279
shortening,2.0 cup shortening,107,0.9272727012634279
sugar,3.0 cup white sugar,107,0.9272727012634279
brown sugar,3.0 cup packed brown sugar,107,0.9272727012634279
egg,8.0 eggs,107,0.9272727012634279
coconut,4.0 teaspoon coconut extract,107,0.9272727012634279
milk,8.0 tablespoons milk,107,0.9272727012634279
chocolate chip,12.0 cups semisweet chocolate chips,107,0.9272727012634279
all purpose flour,0.8571428571428571 cups all purpose flour,108,0.8677419662475581
salt,0.5714285714285714 teaspoon salt,108,0.8677419662475581
baking soda,0.5714285714285714 teaspoon baking soda,108,0.8677419662475581
shortening,0.5714285714285714 cup shortening,108,0.8677419662475581
brown sugar,0.5714285714285714 cup packed brown sugar,108,0.8677419662475581
sugar,0.2857142857142857 cup white sugar,108,0.8677419662475581
vanilla,0.5714285714285714 teaspoon vanilla extract,108,0.8677419662475581
egg,1.1428571428571428 eggs,108,0.8677419662475581
oat,1.1428571428571428 cups rolled oats,108,0.8677419662475581
chocolate chip,1.1428571428571428 cups semisweet chocolate chips,108,0.8677419662475581
brown sugar,0.6666666666666666 cup packed brown sugar,109,0.871794891357422
sugar,0.6666666666666666 cup white sugar,109,0.871794891357422
shortening,0.6666666666666666 cup shortening,109,0.871794891357422
other,0.6666666666666666 cup vegetable oil,109,0.871794891357422
egg,1.3333333333333333 eggs,109,0.871794891357422
vanilla,1.3333333333333333 teaspoons vanilla extract,109,0.871794891357422
all purpose flour,2.6666666666666665 cups all purpose flour,109,0.871794891357422
other,2.6666666666666665 teaspoons cream of tartar,109,0.871794891357422
baking soda,1.3333333333333333 teaspoons baking soda,109,0.871794891357422
salt,0.6666666666666666 teaspoon salt,109,0.871794891357422
chocolate chip,1.3333333333333333 cups semisweet chocolate chips,109,0.871794891357422
sugar,1.0 cup white sugar,110,0.8682927131652839
brown sugar,1.0 cup packed light brown sugar,110,0.8682927131652839
butter,1.0 cup butter,110,0.8682927131652839
other,1.0 cup vegetable oil,110,0.8682927131652839
egg,1.0 egg,110,0.8682927131652839
milk,1.0 tablespoon milk,110,0.8682927131652839
all purpose flour,4.0 cups all purpose flour,110,0.8682927131652839
salt,1.0 teaspoon salt,110,0.8682927131652839
other,1.0 teaspoon cream of tartar,110,0.8682927131652839
baking soda,1.0 teaspoon baking soda,110,0.8682927131652839
vanilla,1.0 teaspoon vanilla extract,110,0.8682927131652839
walnut,0.5 cup chopped walnuts,110,0.8682927131652839
chocolate chip,2.0 cups semisweet chocolate chips,110,0.8682927131652839
shortening,1.0 cup shortening,111,1.0
butter,"1.0 cup butter, softened",111,1.0
brown sugar,2.0 cup packed brown sugar,111,1.0
sugar,1.0 cup white sugar,111,1.0
egg,4.0 eggs,111,1.0
vanilla,2.0 teaspoon vanilla extract,111,1.0
baking soda,1.0 teaspoon baking soda,111,1.0
all purpose flour,"5.0 cups all purpose flour, or more as needed",111,1.0
chocolate chip,2.0 12.0 ounce package semisweet chocolate chips,111,1.0
other,1.3333333333333333 18.25 ounce package yellow cake mix,113,0.8
egg,2.6666666666666665 eggs,113,0.8
other,2.6666666666666665 tablespoons vegetable oil,113,0.8
chocolate chip,1.3333333333333333 11.3333333333333333 ounce package semisweet chocolate chips,113,0.8
shortening,0.5 cup shortening,116,0.847999954223632
brown sugar,0.25 cup packed brown sugar,116,0.847999954223632
sugar,0.5 cup white sugar,116,0.847999954223632
egg,1.0 egg,116,0.847999954223632
vanilla,1.0 teaspoon vanilla extract,116,0.847999954223632
all purpose flour,1.125 cups all purpose flour,116,0.847999954223632
salt,0.25 teaspoon salt,116,0.847999954223632
baking soda,0.25 teaspoon baking soda,116,0.847999954223632
chocolate chip,1.25 cups semisweet chocolate chips,116,0.847999954223632
sugar,0.8 cup white sugar,118,0.8307692527771
brown sugar,0.4 cup packed brown sugar,118,0.8307692527771
shortening,0.8 cup shortening,118,0.8307692527771
vanilla,1.6 teaspoons vanilla extract,118,0.8307692527771
egg,1.6 eggs,118,0.8307692527771
all purpose flour,2.0 cups all purpose flour,118,0.8307692527771
other,0.4 cup wheat germ,118,0.8307692527771
salt,0.8 teaspoon salt,118,0.8307692527771
baking soda,0.8 teaspoon baking soda,118,0.8307692527771
other,0.8 cup crispy rice cereal,118,0.8307692527771
chocolate chip,1.2000000000000002 cups semisweet chocolate chips,118,0.8307692527771
all purpose flour,3.5 cups all purpose flour,119,0.8457142829895019
other,1.0 cup cake flour,119,0.8457142829895019
baking powder,1.0 teaspoon baking powder,119,0.8457142829895019
baking soda,1.0 teaspoon baking soda,119,0.8457142829895019
butter,"1.5 cups butter, softened",119,0.8457142829895019
sugar,1.25 cups white sugar,119,0.8457142829895019
brown sugar,1.25 cups packed brown sugar,119,0.8457142829895019
egg,2.0 eggs,119,0.8457142829895019
vanilla,1.0 tablespoon vanilla extract,119,0.8457142829895019
chocolate chip,2.0 cups semisweet chocolate chips,119,0.8457142829895019
walnut,1.0 cup chopped walnuts optional,119,0.8457142829895019
butter,"2.0 cup butter, melted",128,0.714285707473754
brown sugar,1.5 cup brown sugar,128,0.714285707473754
sugar,1.5 cup white sugar,128,0.714285707473754
egg,4.0 eggs,128,0.714285707473754
vanilla,2.0 teaspoon vanilla extract,128,0.714285707473754
other,2.0 teaspoon coffee flavored liqueur,128,0.714285707473754
all purpose flour,4.5 cups all purpose flour,128,0.714285707473754
baking soda,2.0 teaspoon baking soda,128,0.714285707473754
salt,2.0 teaspoon salt,128,0.714285707473754
chocolate chip,4.0 cups semisweet chocolate chips,128,0.714285707473754
all purpose flour,3.111111111111111 cups all purpose flour,140,0.58461537361145
baking soda,1.3333333333333333 teaspoon baking soda,140,0.58461537361145
cinnamon,1.3333333333333333 teaspoon ground cinnamon,140,0.58461537361145
salt,1.3333333333333333 pinch salt,140,0.58461537361145
brown sugar,1.0 cup packed brown sugar,140,0.58461537361145
sugar,1.0 cup white sugar,140,0.58461537361145
butter,1.3333333333333333 cup butter,140,0.58461537361145
vanilla,1.3333333333333333 teaspoon vanilla extract,140,0.58461537361145
egg,2.6666666666666665 eggs,140,0.58461537361145
chocolate chip,2.6666666666666665 cups semisweet chocolate chips,140,0.58461537361145
coconut,0.3333333333333333 cup flaked coconut,140,0.58461537361145
other,2.0 cups miniature marshmallows,140,0.58461537361145
brown sugar,1.3333333333333333 cup packed brown sugar,141,0.7846153736114501
shortening,1.3333333333333333 cup shortening,141,0.7846153736114501
egg,2.6666666666666665 eggs,141,0.7846153736114501
baking soda,1.3333333333333333 teaspoon baking soda,141,0.7846153736114501
salt,1.3333333333333333 teaspoon salt,141,0.7846153736114501
vanilla,1.3333333333333333 teaspoon vanilla extract,141,0.7846153736114501
all purpose flour,3.333333333333333 cups sifted all purpose flour,141,0.7846153736114501
walnut,0.6666666666666666 cup chopped walnuts,141,0.7846153736114501
chocolate chip,2.6666666666666665 cups semisweet chocolate chips,141,0.7846153736114501
sugar,1.5 cup white sugar,142,0.6714285850524899
brown sugar,1.5 cup packed brown sugar,142,0.6714285850524899
all purpose flour,3.0 cups all purpose flour,142,0.6714285850524899
butter,16.0 tablespoons butter,142,0.6714285850524899
vanilla,3.0 teaspoons vanilla extract,142,0.6714285850524899
egg,4.0 eggs,142,0.6714285850524899
baking soda,2.0 teaspoon baking soda,142,0.6714285850524899
salt,1.0 teaspoon salt,142,0.6714285850524899
chocolate chip,24.0 ounces semisweet chocolate chips,142,0.6714285850524899
butter,"1.0 cup butter, softened",144,0.442857122421264
shortening,1.0 cup butter flavored shortening,144,0.442857122421264
sugar,1.0 cup white sugar,144,0.442857122421264
brown sugar,1.0 cup packed brown sugar,144,0.442857122421264
egg,2.0 egg,144,0.442857122421264
vanilla,2.0 teaspoon vanilla extract,144,0.442857122421264
all purpose flour,2.0 cup sifted all purpose flour,144,0.442857122421264
baking soda,1.0 teaspoon baking soda,144,0.442857122421264
salt,1.0 teaspoon salt,144,0.442857122421264
chocolate chip,2.0 cup semisweet chocolate chips,144,0.442857122421264
walnut,1.0 cup chopped walnuts,144,0.442857122421264
all purpose flour,3.0 cups all purpose flour,155,0.931135177612304
baking soda,1.3333333333333333 teaspoons baking soda,155,0.931135177612304
butter,"1.3333333333333333 cups butter, softened",155,0.931135177612304
brown sugar,1.0 cups packed brown sugar,155,0.931135177612304
sugar,0.3333333333333333 cup white sugar,155,0.931135177612304
other,1.3333333333333333 3.4 ounce packages instant vanilla pudding mix,155,0.931135177612304
egg,2.6666666666666665 eggs,155,0.931135177612304
vanilla,1.3333333333333333 teaspoons vanilla extract,155,0.931135177612304
chocolate chip,2.6666666666666665 cups semisweet chocolate chips,155,0.931135177612304
walnut,1.3333333333333333 cups chopped walnuts optional,155,0.931135177612304
all purpose flour,8.0 cups all purpose flour,156,0.924294471740722
baking soda,2.0 teaspoon baking soda,156,0.924294471740722
salt,2.0 teaspoon salt,156,0.924294471740722
butter,"3.0 cup unsalted butter, melted",156,0.924294471740722
brown sugar,4.0 cup packed brown sugar,156,0.924294471740722
sugar,2.0 cup white sugar,156,0.924294471740722
vanilla,4.0 tablespoon vanilla extract,156,0.924294471740722
egg,4.0 egg,156,0.924294471740722
egg,4.0 egg yolk,156,0.924294471740722
chocolate chip,8.0 cups semisweet chocolate chips,156,0.924294471740722
all purpose flour,2.25 cups all purpose flour,164,0.917012405395508
baking soda,1.0 teaspoon baking soda,164,0.917012405395508
salt,1.0 teaspoon salt,164,0.917012405395508
butter,"1.0 cup butter, softened",164,0.917012405395508
sugar,0.75 cup granulated sugar,164,0.917012405395508
brown sugar,0.75 cup packed brown sugar,164,0.917012405395508
vanilla,1.0 teaspoon vanilla extract,164,0.917012405395508
egg,2.0 large eggs,164,0.917012405395508
chocolate,2.0 cups nestle® toll house® semi sweet chocolate morsels,164,0.917012405395508
other,1.0 cup chopped nuts,164,0.917012405395508
butter,"1.3333333333333333 cup butter, melted",169,0.873728847503662
brown sugar,2.6666666666666665 cups brown sugar,169,0.873728847503662
egg,2.6666666666666665 eggs,169,0.873728847503662
all purpose flour,3.5555555555555554 cups all purpose flour,169,0.873728847503662
baking powder,1.3333333333333333 teaspoon baking powder,169,0.873728847503662
baking soda,1.3333333333333333 teaspoon baking soda,169,0.873728847503662
chocolate chip,2.6666666666666665 cups semisweet chocolate chips,169,0.873728847503662
all purpose flour,6.0 cups all purpose flour,195,0.585714292526246
brown sugar,1.5 cup brown sugar,195,0.585714292526246
egg,4.0 eggs,195,0.585714292526246
butter,"2.0 cup butter, softened",195,0.585714292526246
chocolate chip,2.0 cup semi sweet chocolate chips,195,0.585714292526246
all purpose flour,3.0 cups all purpose flour,196,0.78592963218689
baking soda,1.3333333333333333 teaspoon baking soda,196,0.78592963218689
salt,0.6666666666666666 teaspoon salt,196,0.78592963218689
butter,"1.3333333333333333 cup unsalted butter, softened",196,0.78592963218689
sugar,1.0 cup white sugar,196,0.78592963218689
egg,2.6666666666666665 eggs,196,0.78592963218689
vanilla,2.6666666666666665 teaspoons vanilla extract,196,0.78592963218689
chocolate chip,2.6666666666666665 cups jumbo semisweet chocolate chips,196,0.78592963218689
chocolate chip,1.3333333333333333 cup white chocolate chips,196,0.78592963218689
walnut,2.0 cups chopped walnuts,196,0.78592963218689
all purpose flour,4.0 cup all purpose flour,197,0.70652174949646
baking soda,2.0 teaspoon baking soda,197,0.70652174949646
sugar,2.0 cup white sugar,197,0.70652174949646
brown sugar,1.0 cup packed brown sugar,197,0.70652174949646
butter,2.0 cup butter,197,0.70652174949646
vanilla,2.0 teaspoon vanilla extract,197,0.70652174949646
egg,4.0 egg,197,0.70652174949646
chocolate chip,1.0 cup semisweet chocolate chips,197,0.70652174949646
all purpose flour,2.6666666666666665 cups all purpose flour,218,0.877419376373292
baking soda,1.3333333333333333 teaspoon baking soda,218,0.877419376373292
salt,0.6666666666666666 teaspoon salt,218,0.877419376373292
shortening,1.3333333333333333 cup shortening,218,0.877419376373292
sugar,0.6666666666666666 cup white sugar,218,0.877419376373292
brown sugar,1.0 cup packed brown sugar,218,0.877419376373292
egg,1.3333333333333333 egg,218,0.877419376373292
vanilla,3.333333333333333 teaspoons vanilla extract,218,0.877419376373292
chocolate chip,1.7777777777777777 cups semisweet chocolate chips,218,0.877419376373292
walnut,1.3333333333333333 cup chopped walnuts,218,0.877419376373292
all purpose flour,7.0 cups all purpose flour,256,0.8702531814575201
baking powder,2.0 teaspoon baking powder,256,0.8702531814575201
baking soda,2.0 teaspoon baking soda,256,0.8702531814575201
salt,2.0 teaspoon salt,256,0.8702531814575201
butter,"2.0 cup butter, softened",256,0.8702531814575201
brown sugar,4.0 cups brown sugar,256,0.8702531814575201
sugar,12.0 tablespoons white sugar,256,0.8702531814575201
egg,4.0 eggs,256,0.8702531814575201
vanilla,8.0 teaspoons vanilla extract,256,0.8702531814575201
chocolate chip,2.0 12 ounce bag chocolate chips,256,0.8702531814575201
chocolate chip,0.5 cup white chocolate chips,280,NA
other,0.5 cup crispy rice cereal,280,NA
all purpose flour,1.5 cups all purpose flour,280,NA
baking soda,0.75 teaspoon baking soda,280,NA
baking powder,0.25 teaspoon baking powder,280,NA
brown sugar,0.5 cup packed brown sugar,280,NA
chocolate chip,0.5 cup semisweet chocolate chips,280,NA
oat,0.5 cup rolled oats,280,NA
sugar,0.5 cup white sugar,280,NA
